23,45,2018,1,1,16,37,8
23,45,2018,1,1,16,37,12
23,45,2018,1,1,16,37,15
25,44,2018,1,1,16,37,58
23,45,2018,1,1,16,38,1
23,45,2018,1,1,16,38,5
23,45,2018,1,1,16,38,8
24,44,2018,1,1,16,38,11
23,44,2018,1,1,16,38,15
23,45,2018,1,1,16,38,18
23,45,2018,1,1,16,38,22
23,45,2018,1,1,16,38,25
23,45,2018,1,1,16,38,29
24,45,2018,1,1,16,58,25
24,45,2018,1,1,16,58,29
24,47,2018,1,1,16,58,32
24,46,2018,1,1,16,58,35
24,46,2018,1,1,16,58,39
24,46,2018,1,1,16,58,42
24,45,2018,1,1,16,58,46
24,45,2018,1,1,16,58,49
24,45,2018,1,1,16,58,52
24,45,2018,1,1,16,58,56
24,45,2018,1,1,16,59,10
24,45,2018,1,1,17,8,22
25,43,2018,1,1,17,8,26
24,42,2018,1,1,17,8,29
24,42,2018,1,1,17,8,32
24,42,2018,1,1,17,8,36
24,43,2018,1,1,17,11,11
23,33,2018,1,1,17,11,15
23,36,2018,1,1,17,11,18
24,42,2018,1,1,17,12,15
25,41,2018,1,1,17,12,18
25,41,2018,1,1,17,12,22
24,41,2018,1,1,17,12,25
24,41,2018,1,1,17,12,29
24,41,2018,1,1,17,12,32
24,41,2018,1,1,17,12,35
24,42,2018,1,1,17,12,39
25,41,2018,1,1,17,12,57
24,42,2018,1,1,17,13,0
24,42,2018,1,1,17,13,4
24,41,2018,1,1,17,13,7
24,41,2018,1,1,17,13,11
24,41,2018,1,1,17,13,14
24,41,2018,1,1,17,13,18
24,41,2018,1,1,17,13,21
24,41,2018,1,1,17,13,24
24,41,2018,1,1,17,13,28
24,41,2018,1,1,17,13,32
24,41,2018,1,1,17,13,35
24,41,2018,1,1,17,13,39
24,41,2018,1,1,17,13,42
24,41,2018,1,1,17,13,45
24,43,2018,1,1,17,20,8
24,43,2018,1,1,17,20,13
24,42,2018,1,1,17,20,16
24,43,2018,1,1,17,20,20
24,43,2018,1,1,17,20,25
24,43,2018,1,1,17,20,28
23,41,2018,1,1,17,20,32
23,41,2018,1,1,17,20,35
24,41,2018,1,1,17,20,38
24,42,2018,1,1,17,20,42
25,42,2018,1,1,17,20,49
24,42,2018,1,1,17,20,54
25,41,2018,1,1,17,20,57
25,42,2018,1,1,17,21,1
24,42,2018,1,1,17,21,5
24,42,2018,1,1,17,21,9
24,42,2018,1,1,17,21,12
24,42,2018,1,1,17,21,15
24,42,2018,1,1,17,21,19
24,42,2018,1,1,17,21,22
24,42,2018,1,1,17,21,26
26,43,2018,1,11,20,46,50
27,41,2018,1,11,20,46,54
27,40,2018,1,11,20,46,57
27,40,2018,1,11,20,47,0
26,40,2018,1,11,20,47,4
26,40,2018,1,11,20,47,7
26,40,2018,1,11,20,47,11
26,39,2018,1,11,20,47,14
26,40,2018,1,11,20,47,19
26,40,2018,1,11,20,47,22
26,40,2018,1,11,20,47,26
26,40,2018,1,11,20,47,29
26,40,2018,1,11,20,47,32
26,40,2018,1,11,20,47,36
26,39,2018,1,11,20,49,51
26,39,2018,1,11,20,49,54
26,39,2018,1,11,20,49,58
17,44,2018,1,12,7,43,39
17,44,2018,1,12,7,43,42
17,43,2018,1,12,7,43,45
17,43,2018,1,12,7,43,49
17,43,2018,1,12,7,43,53
17,42,2018,1,12,7,43,56
17,41,2018,1,12,7,43,59
18,22,2018,1,12,7,45,58
18,28,2018,1,12,7,46,2
18,32,2018,1,12,7,46,5
22,18,2018,1,12,7,57,43
21,18,2018,1,12,7,57,46
20,18,2018,1,12,7,57,49
20,18,2018,1,12,7,57,53
19,18,2018,1,12,7,57,56
19,18,2018,1,12,7,58,0
19,18,2018,1,12,7,58,3
27,33,2018,1,16,0,41,32
27,34,2018,1,16,0,41,35
27,35,2018,1,16,0,41,38
27,36,2018,1,16,0,41,43
27,37,2018,1,16,0,41,47
21,17,2018,1,16,8,15,19
22,16,2018,1,16,8,15,23
21,17,2018,1,16,8,15,26
